Data_Venda,Produto,Quantidade,Preco_Unitario,Categoria,Valor_Total
2021-01-05,Petisco Natural,9,100.6,Alimentação,905.4
2021-01-05,Ração Premium,4,87.41,Alimentação,349.64
2021-01-05,Brinquedo de Borracha,7,236.87,Brinquedos,1658.09
2021-01-05,Comedouro Duplo,2,37.65,Acessórios,75.3
2021-01-05,Comedouro Duplo,6,185.34,Acessórios,1112.04
2021-01-05,Shampoo Antipulgas,2,40.01,Higiene,80.02
2021-01-05,Comedouro Duplo,2,161.98,Acessórios,323.96
2021-01-06,Coleira Ajustável,7,151.94,Acessórios,1063.58
2021-01-06,Escova de Pelos,1,44.98,Cuidados,44.98
2021-01-06,Ração Premium,8,215.88,Alimentação,1727.04
2021-01-06,Ração Premium,6,181.11,Alimentação,1086.66
2021-01-07,Ração Premium,9,228.1,Alimentação,2052.9
2021-01-07,Brinquedo de Borracha,2,242.1,Brinquedos,484.2
2021-01-07,Areia Higiênica,9,49.54,Higiene,445.86
2021-01-07,Petisco Natural,2,161.85,Alimentação,323.7
2021-01-07,Shampoo Antipulgas,9,76.53,Higiene,688.77
2021-01-08,Ração Premium,7,234.84,Alimentação,1643.88
2021-01-08,Shampoo Antipulgas,8,87.24,Higiene,697.92
2021-01-09,Areia Higiênica,4,137.34,Higiene,549.36
2021-01-09,Ração Premium,9,109.21,Alimentação,982.89
2021-01-09,Escova de Pelos,7,180.71,Cuidados,1264.97
2021-01-09,Suplemento Vitamínico,2,57.45,Saúde,114.9
2021-01-09,Petisco Natural,8,132.6,Alimentação,1060.8
2021-01-10,Comedouro Duplo,8,53.71,Acessórios,429.68
2021-01-10,Caminha Luxo,2,143.01,Conforto,286.02
2021-01-10,Suplemento Vitamínico,3,102.0,Saúde,306.0
2021-01-10,Coleira Ajustável,7,52.95,Acessórios,370.65
2021-01-10,Suplemento Vitamínico,7,176.25,Saúde,1233.75
2021-01-11,Escova de Pelos,5,75.17,Cuidados,375.85
2021-01-11,Ração Premium,1,54.46,Alimentação,54.46
2021-01-11,Areia Higiênica,1,106.91,Higiene,106.91
2021-01-11,Suplemento Vitamínico,5,32.98,Saúde,164.9
2021-01-11,Coleira Ajustável,2,29.52,Acessórios,59.04
2021-01-12,Shampoo Antipulgas,2,189.92,Higiene,379.84
2021-01-12,Suplemento Vitamínico,5,107.28,Saúde,536.4
2021-01-12,Areia Higiênica,4,127.89,Higiene,511.56
2021-01-12,Comedouro Duplo,1,155.04,Acessórios,155.04
2021-01-12,Coleira Ajustável,2,88.83,Acessórios,177.66
2021-01-12,Petisco Natural,6,247.06,Alimentação,1482.36
2021-01-12,Coleira Ajustável,3,87.98,Acessórios,263.94
2021-01-12,Suplemento Vitamínico,7,71.87,Saúde,503.09
2021-01-12,Ração Premium,9,45.44,Alimentação,408.96
2021-01-12,Escova de Pelos,9,135.01,Cuidados,1215.09
2021-01-12,Ração Premium,9,158.47,Alimentação,1426.23
2021-01-12,Caminha Luxo,5,180.94,Conforto,904.7
2021-01-13,Brinquedo de Borracha,3,42.58,Brinquedos,127.74
2021-01-13,Escova de Pelos,6,16.92,Cuidados,101.52
2021-01-13,Caminha Luxo,7,64.08,Conforto,448.56
2021-01-13,Brinquedo de Borracha,4,108.22,Brinquedos,432.88
2021-01-13,Coleira Ajustável,9,45.07,Acessórios,405.63
2021-01-14,Comedouro Duplo,2,66.18,Acessórios,132.36
2021-01-14,Escova de Pelos,4,121.07,Cuidados,484.28
2021-01-14,Brinquedo de Borracha,4,90.53,Brinquedos,362.12
2021-01-14,Areia Higiênica,5,218.54,Higiene,1092.7
2021-01-14,Escova de Pelos,7,168.85,Cuidados,1181.95
2021-01-14,Caminha Luxo,8,189.27,Conforto,1514.16
2021-01-15,Ração Premium,3,183.06,Alimentação,549.18
2021-01-15,Comedouro Duplo,2,11.79,Acessórios,23.58
2021-01-15,Comedouro Duplo,2,51.63,Acessórios,103.26
2021-01-15,Shampoo Antipulgas,3,44.26,Higiene,132.78
2021-01-15,Caminha Luxo,1,243.57,Conforto,243.57
2021-01-15,Coleira Ajustável,9,238.21,Acessórios,2143.89
2021-01-15,Comedouro Duplo,1,11.68,Acessórios,11.68
2021-01-15,Areia Higiênica,2,243.14,Higiene,486.28
2021-01-15,Shampoo Antipulgas,2,189.92,Higiene,379.84
2021-01-15,Areia Higiênica,6,174.99,Higiene,1049.94
2021-01-15,Escova de Pelos,4,237.77,Cuidados,951.08
2021-01-15,Suplemento Vitamínico,3,179.64,Saúde,538.92
2021-01-16,Caminha Luxo,4,111.43,Conforto,445.72
2021-01-16,Brinquedo de Borracha,1,151.38,Brinquedos,151.38
2021-01-16,Suplemento Vitamínico,1,89.61,Saúde,89.61
2021-01-17,Escova de Pelos,1,82.09,Cuidados,82.09
2021-01-17,Comedouro Duplo,6,95.77,Acessórios,574.62
2021-01-17,Brinquedo de Borracha,8,34.62,Brinquedos,276.96
2021-01-17,Suplemento Vitamínico,6,232.29,Saúde,1393.74
2021-01-17,Shampoo Antipulgas,5,204.82,Higiene,1024.1
2021-01-18,Ração Premium,1,227.25,Alimentação,227.25
2021-01-18,Petisco Natural,4,40.66,Alimentação,162.64
2021-01-18,Brinquedo de Borracha,1,144.05,Brinquedos,144.05
2021-01-18,Caminha Luxo,6,245.54,Conforto,1473.24
2021-01-18,Suplemento Vitamínico,3,60.52,Saúde,181.56
2021-01-18,Brinquedo de Borracha,1,113.42,Brinquedos,113.42
2021-01-18,Areia Higiênica,7,18.63,Higiene,130.41
2021-01-19,Brinquedo de Borracha,1,116.54,Brinquedos,116.54
2021-01-19,Ração Premium,8,73.5,Alimentação,588.0
2021-01-19,Petisco Natural,7,52.77,Alimentação,369.39
2021-01-19,Petisco Natural,7,129.93,Alimentação,909.51
2021-01-19,Shampoo Antipulgas,9,150.87,Higiene,1357.83
2021-01-19,Petisco Natural,1,139.42,Alimentação,139.42
2021-01-20,Escova de Pelos,4,75.08,Cuidados,300.32
2021-01-20,Brinquedo de Borracha,8,206.44,Brinquedos,1651.52
2021-01-20,Coleira Ajustável,7,26.53,Acessórios,185.71
2021-01-20,Suplemento Vitamínico,6,139.2,Saúde,835.2
2021-01-20,Shampoo Antipulgas,6,230.79,Higiene,1384.74
2021-01-20,Brinquedo de Borracha,6,39.91,Brinquedos,239.46
2021-01-21,Caminha Luxo,1,238.98,Conforto,238.98
2021-01-21,Caminha Luxo,2,161.72,Conforto,323.44
2021-01-21,Areia Higiênica,3,21.43,Higiene,64.29
2021-01-21,Escova de Pelos,8,25.59,Cuidados,204.72
2021-01-22,Brinquedo de Borracha,9,138.78,Brinquedos,1249.02
2021-01-22,Suplemento Vitamínico,3,37.16,Saúde,111.48
2021-01-22,Comedouro Duplo,9,157.03,Acessórios,1413.27
2021-01-22,Comedouro Duplo,7,235.77,Acessórios,1650.39
2021-01-22,Brinquedo de Borracha,1,189.7,Brinquedos,189.7
2021-01-23,Ração Premium,2,11.25,Alimentação,22.5
2021-01-23,Shampoo Antipulgas,1,186.66,Higiene,186.66
2021-01-23,Suplemento Vitamínico,2,87.39,Saúde,174.78
2021-01-24,Coleira Ajustável,1,115.36,Acessórios,115.36
2021-01-24,Coleira Ajustável,3,195.91,Acessórios,587.73
2021-01-24,Escova de Pelos,5,222.74,Cuidados,1113.7
2021-01-24,Suplemento Vitamínico,1,17.72,Saúde,17.72
2021-01-24,Petisco Natural,5,70.33,Alimentação,351.65
2021-01-25,Petisco Natural,3,111.23,Alimentação,333.69
2021-01-25,Suplemento Vitamínico,5,162.35,Saúde,811.75
2021-01-25,Areia Higiênica,8,176.19,Higiene,1409.52
2021-01-25,Escova de Pelos,1,96.22,Cuidados,96.22
2021-01-25,Shampoo Antipulgas,4,31.85,Higiene,127.4
2021-01-25,Suplemento Vitamínico,3,104.82,Saúde,314.46
2021-01-25,Escova de Pelos,4,85.2,Cuidados,340.8
2021-01-25,Suplemento Vitamínico,8,196.54,Saúde,1572.32
2021-01-26,Coleira Ajustável,2,206.83,Acessórios,413.66
2021-01-26,Areia Higiênica,6,221.02,Higiene,1326.12
2021-01-27,Shampoo Antipulgas,3,33.31,Higiene,99.93
2021-01-27,Coleira Ajustável,6,243.13,Acessórios,1458.78
2021-01-27,Areia Higiênica,7,138.58,Higiene,970.06
2021-01-27,Suplemento Vitamínico,4,223.47,Saúde,893.88
2021-01-27,Comedouro Duplo,3,168.53,Acessórios,505.59
2021-01-27,Ração Premium,3,90.2,Alimentação,270.6
2021-01-28,Suplemento Vitamínico,6,26.71,Saúde,160.26
2021-01-28,Ração Premium,7,69.98,Alimentação,489.86
2021-01-28,Coleira Ajustável,2,158.33,Acessórios,316.66
2021-01-28,Shampoo Antipulgas,2,176.09,Higiene,352.18
2021-01-28,Shampoo Antipulgas,3,230.64,Higiene,691.92
2021-01-29,Comedouro Duplo,4,95.65,Acessórios,382.6
2021-01-29,Caminha Luxo,6,95.44,Conforto,572.64
2021-01-29,Escova de Pelos,9,214.27,Cuidados,1928.43
2021-01-29,Comedouro Duplo,9,154.33,Acessórios,1388.97
2021-01-30,Brinquedo de Borracha,1,122.67,Brinquedos,122.67
2021-01-30,Petisco Natural,2,147.96,Alimentação,295.92
2021-01-30,Brinquedo de Borracha,5,184.63,Brinquedos,923.15
2021-01-30,Comedouro Duplo,3,121.29,Acessórios,363.87
2021-01-30,Caminha Luxo,6,137.05,Conforto,822.3
2021-01-30,Escova de Pelos,7,20.79,Cuidados,145.53
2021-01-30,Areia Higiênica,4,33.33,Higiene,133.32
2021-01-30,Petisco Natural,7,158.16,Alimentação,1107.12
2021-01-30,Caminha Luxo,6,119.96,Conforto,719.76
2021-01-30,Ração Premium,7,97.69,Alimentação,683.83
2021-01-30,Suplemento Vitamínico,1,241.76,Saúde,241.76
2021-01-30,Areia Higiênica,5,101.73,Higiene,508.65
2021-01-31,Ração Premium,2,86.82,Alimentação,173.64
2021-01-31,Ração Premium,5,27.09,Alimentação,135.45
2021-01-31,Shampoo Antipulgas,4,179.15,Higiene,716.6
2021-01-31,Escova de Pelos,4,86.76,Cuidados,347.04
2021-02-01,Ração Premium,2,171.15,Alimentação,342.3
2021-02-01,Ração Premium,4,125.38,Alimentação,501.52
2021-02-01,Caminha Luxo,6,222.03,Conforto,1332.18
2021-02-01,Comedouro Duplo,8,142.75,Acessórios,1142.0
2021-02-01,Brinquedo de Borracha,2,16.66,Brinquedos,33.32
2021-02-02,Shampoo Antipulgas,6,161.58,Higiene,969.48
2021-02-02,Caminha Luxo,7,155.52,Conforto,1088.64
2021-02-02,Suplemento Vitamínico,8,144.39,Saúde,1155.12
2021-02-02,Brinquedo de Borracha,5,48.81,Brinquedos,244.05
2021-02-02,Ração Premium,7,177.18,Alimentação,1240.26
2021-02-02,Areia Higiênica,9,123.35,Higiene,1110.15
2021-02-02,Petisco Natural,7,54.8,Alimentação,383.6
2021-02-03,Suplemento Vitamínico,5,221.96,Saúde,1109.8
2021-02-04,Shampoo Antipulgas,1,14.18,Higiene,14.18
2021-02-04,Ração Premium,9,32.78,Alimentação,295.02
2021-02-04,Shampoo Antipulgas,2,109.83,Higiene,219.66
2021-02-04,Areia Higiênica,2,158.8,Higiene,317.6
2021-02-04,Suplemento Vitamínico,8,218.48,Saúde,1747.84
2021-02-05,Coleira Ajustável,4,40.26,Acessórios,161.04
2021-02-05,Comedouro Duplo,4,187.28,Acessórios,749.12
2021-02-05,Suplemento Vitamínico,9,45.53,Saúde,409.77
2021-02-05,Escova de Pelos,7,100.9,Cuidados,706.3
2021-02-05,Brinquedo de Borracha,7,180.24,Brinquedos,1261.68
2021-02-05,Petisco Natural,4,163.16,Alimentação,652.64
2021-02-06,Coleira Ajustável,2,139.81,Acessórios,279.62
2021-02-06,Areia Higiênica,3,199.27,Higiene,597.81
2021-02-06,Petisco Natural,4,45.71,Alimentação,182.84
2021-02-06,Caminha Luxo,6,148.72,Conforto,892.32
2021-02-07,Brinquedo de Borracha,1,184.84,Brinquedos,184.84
2021-02-07,Petisco Natural,5,222.55,Alimentação,1112.75
2021-02-07,Areia Higiênica,4,215.64,Higiene,862.56
2021-02-07,Escova de Pelos,5,214.86,Cuidados,1074.3
2021-02-08,Comedouro Duplo,5,217.04,Acessórios,1085.2
2021-02-08,Caminha Luxo,6,60.13,Conforto,360.78
2021-02-08,Shampoo Antipulgas,2,80.13,Higiene,160.26
2021-02-09,Coleira Ajustável,2,102.75,Acessórios,205.5
2021-02-09,Areia Higiênica,1,36.74,Higiene,36.74
2021-02-09,Coleira Ajustável,6,42.02,Acessórios,252.12
2021-02-09,Caminha Luxo,9,126.1,Conforto,1134.9
2021-02-09,Suplemento Vitamínico,3,127.58,Saúde,382.74
2021-02-09,Brinquedo de Borracha,6,223.24,Brinquedos,1339.44
2021-02-09,Areia Higiênica,2,183.81,Higiene,367.62
2021-02-10,Caminha Luxo,4,51.4,Conforto,205.6
2021-02-10,Shampoo Antipulgas,7,125.63,Higiene,879.41
2021-02-10,Escova de Pelos,5,242.25,Cuidados,1211.25
2021-02-11,Shampoo Antipulgas,5,22.02,Higiene,110.1
2021-02-11,Suplemento Vitamínico,4,173.01,Saúde,692.04
2021-02-11,Shampoo Antipulgas,2,107.53,Higiene,215.06
2021-02-11,Brinquedo de Borracha,3,154.09,Brinquedos,462.27
2021-02-11,Ração Premium,5,20.68,Alimentação,103.4
2021-02-11,Brinquedo de Borracha,5,154.73,Brinquedos,773.65
2021-02-11,Shampoo Antipulgas,3,43.31,Higiene,129.93
2021-02-11,Brinquedo de Borracha,6,141.2,Brinquedos,847.2
2021-02-12,Shampoo Antipulgas,3,229.58,Higiene,688.74
2021-02-12,Areia Higiênica,6,181.85,Higiene,1091.1
2021-02-12,Caminha Luxo,4,141.08,Conforto,564.32
2021-02-12,Coleira Ajustável,6,145.37,Acessórios,872.22
2021-02-12,Brinquedo de Borracha,2,72.3,Brinquedos,144.6
2021-02-13,Caminha Luxo,2,215.95,Conforto,431.9
2021-02-13,Coleira Ajustável,7,97.49,Acessórios,682.43
2021-02-13,Brinquedo de Borracha,5,59.55,Brinquedos,297.75
2021-02-13,Shampoo Antipulgas,7,92.01,Higiene,644.07
2021-02-13,Suplemento Vitamínico,3,28.79,Saúde,86.37
2021-02-13,Suplemento Vitamínico,4,127.12,Saúde,508.48
2021-02-14,Escova de Pelos,2,103.43,Cuidados,206.86
2021-02-14,Ração Premium,4,225.21,Alimentação,900.84
2021-02-14,Shampoo Antipulgas,3,150.07,Higiene,450.21
2021-02-14,Shampoo Antipulgas,5,144.11,Higiene,720.55
2021-02-15,Escova de Pelos,4,220.33,Cuidados,881.32
2021-02-15,Comedouro Duplo,3,81.92,Acessórios,245.76
2021-02-15,Comedouro Duplo,7,202.54,Acessórios,1417.78
2021-02-15,Comedouro Duplo,7,204.2,Acessórios,1429.4
2021-02-16,Areia Higiênica,5,106.61,Higiene,533.05
2021-02-16,Suplemento Vitamínico,2,168.7,Saúde,337.4
2021-02-16,Suplemento Vitamínico,7,125.8,Saúde,880.6
2021-02-16,Coleira Ajustável,6,248.61,Acessórios,1491.66
2021-02-17,Caminha Luxo,8,142.17,Conforto,1137.36
2021-02-17,Ração Premium,4,115.18,Alimentação,460.72
2021-02-17,Escova de Pelos,4,240.66,Cuidados,962.64
2021-02-17,Areia Higiênica,2,236.74,Higiene,473.48
2021-02-17,Ração Premium,6,244.38,Alimentação,1466.28
2021-02-17,Suplemento Vitamínico,9,25.01,Saúde,225.09
2021-02-17,Shampoo Antipulgas,2,100.34,Higiene,200.68
2021-02-17,Suplemento Vitamínico,2,238.04,Saúde,476.08
2021-02-17,Comedouro Duplo,3,164.61,Acessórios,493.83
2021-02-17,Areia Higiênica,3,42.1,Higiene,126.3
2021-02-18,Suplemento Vitamínico,3,247.07,Saúde,741.21
2021-02-18,Areia Higiênica,5,15.4,Higiene,77.0
2021-02-18,Petisco Natural,9,178.28,Alimentação,1604.52
2021-02-18,Suplemento Vitamínico,9,229.5,Saúde,2065.5
2021-02-18,Escova de Pelos,7,27.73,Cuidados,194.11
2021-02-18,Escova de Pelos,4,90.03,Cuidados,360.12
2021-02-19,Escova de Pelos,3,214.52,Cuidados,643.56
2021-02-19,Comedouro Duplo,8,112.57,Acessórios,900.56
2021-02-19,Suplemento Vitamínico,2,48.91,Saúde,97.82
2021-02-20,Ração Premium,3,47.57,Alimentação,142.71
2021-02-20,Petisco Natural,9,95.19,Alimentação,856.71
2021-02-20,Caminha Luxo,6,25.02,Conforto,150.12
2021-02-21,Caminha Luxo,3,152.66,Conforto,457.98
2021-02-21,Coleira Ajustável,6,235.96,Acessórios,1415.76
2021-02-21,Caminha Luxo,3,56.02,Conforto,168.06
2021-02-21,Suplemento Vitamínico,4,105.88,Saúde,423.52
2021-02-21,Ração Premium,8,92.42,Alimentação,739.36
2021-02-21,Suplemento Vitamínico,1,205.06,Saúde,205.06
2021-02-21,Petisco Natural,2,174.33,Alimentação,348.66
2021-02-22,Brinquedo de Borracha,4,132.38,Brinquedos,529.52
2021-02-22,Areia Higiênica,9,20.94,Higiene,188.46
2021-02-22,Coleira Ajustável,4,51.27,Acessórios,205.08
2021-02-22,Escova de Pelos,6,210.88,Cuidados,1265.28
2021-02-22,Coleira Ajustável,5,150.67,Acessórios,753.35
2021-02-22,Brinquedo de Borracha,8,208.97,Brinquedos,1671.76
2021-02-22,Areia Higiênica,2,74.45,Higiene,148.9
2021-02-23,Suplemento Vitamínico,2,193.32,Saúde,386.64
2021-02-23,Petisco Natural,5,92.79,Alimentação,463.95
2021-02-24,Areia Higiênica,6,123.29,Higiene,739.74
2021-02-24,Coleira Ajustável,6,197.48,Acessórios,1184.88
2021-02-24,Petisco Natural,1,202.21,Alimentação,202.21
2021-02-25,Ração Premium,9,156.3,Alimentação,1406.7
2021-02-25,Comedouro Duplo,5,89.48,Acessórios,447.4
2021-02-25,Ração Premium,6,95.12,Alimentação,570.72
2021-02-26,Brinquedo de Borracha,1,129.21,Brinquedos,129.21
2021-02-26,Caminha Luxo,6,213.41,Conforto,1280.46
2021-02-26,Shampoo Antipulgas,5,106.08,Higiene,530.4
2021-02-26,Caminha Luxo,2,121.7,Conforto,243.4
2021-02-27,Ração Premium,1,14.99,Alimentação,14.99
2021-02-27,Suplemento Vitamínico,9,122.26,Saúde,1100.34
2021-02-27,Caminha Luxo,9,104.72,Conforto,942.48
2021-02-27,Shampoo Antipulgas,5,73.5,Higiene,367.5
2021-02-28,Petisco Natural,4,87.16,Alimentação,348.64
2021-02-28,Shampoo Antipulgas,1,13.16,Higiene,13.16
2021-02-28,Petisco Natural,3,230.99,Alimentação,692.97
2021-02-28,Ração Premium,4,223.72,Alimentação,894.88
2021-02-28,Caminha Luxo,9,248.81,Conforto,2239.29
2021-02-28,Coleira Ajustável,4,246.25,Acessórios,985.0
2021-02-28,Comedouro Duplo,3,87.17,Acessórios,261.51
2021-02-28,Areia Higiênica,8,119.8,Higiene,958.4
2021-02-28,Shampoo Antipulgas,5,48.06,Higiene,240.3
2021-02-28,Caminha Luxo,5,119.62,Conforto,598.1
2021-03-01,Ração Premium,4,166.65,Alimentação,666.6
2021-03-01,Comedouro Duplo,5,245.08,Acessórios,1225.4
2021-03-01,Areia Higiênica,8,37.07,Higiene,296.56
2021-03-01,Suplemento Vitamínico,4,208.7,Saúde,834.8
2021-03-01,Caminha Luxo,3,202.95,Conforto,608.85
2021-03-02,Shampoo Antipulgas,6,85.22,Higiene,511.32
2021-03-02,Ração Premium,5,112.43,Alimentação,562.15
2021-03-02,Areia Higiênica,3,129.17,Higiene,387.51
2021-03-02,Ração Premium,4,171.74,Alimentação,686.96
2021-03-02,Escova de Pelos,2,184.17,Cuidados,368.34
2021-03-03,Shampoo Antipulgas,4,182.12,Higiene,728.48
2021-03-03,Escova de Pelos,7,231.59,Cuidados,1621.13
2021-03-03,Comedouro Duplo,9,52.21,Acessórios,469.89
2021-03-03,Comedouro Duplo,3,30.21,Acessórios,90.63
2021-03-03,Comedouro Duplo,9,110.68,Acessórios,996.12
2021-03-04,Shampoo Antipulgas,1,246.87,Higiene,246.87
2021-03-04,Ração Premium,5,49.01,Alimentação,245.05
2021-03-04,Areia Higiênica,6,80.98,Higiene,485.88
2021-03-04,Ração Premium,4,106.82,Alimentação,427.28
2021-03-04,Areia Higiênica,8,201.65,Higiene,1613.2
2021-03-05,Petisco Natural,2,219.6,Alimentação,439.2
2021-03-05,Caminha Luxo,3,44.76,Conforto,134.28
2021-03-05,Comedouro Duplo,6,22.22,Acessórios,133.32
2021-03-05,Escova de Pelos,4,185.14,Cuidados,740.56
2021-03-05,Ração Premium,5,28.29,Alimentação,141.45
2021-03-05,Caminha Luxo,8,246.41,Conforto,1971.28
2021-03-05,Shampoo Antipulgas,6,173.74,Higiene,1042.44
2021-03-06,Petisco Natural,2,65.54,Alimentação,131.08
2021-03-06,Areia Higiênica,2,119.61,Higiene,239.22
2021-03-06,Petisco Natural,9,220.4,Alimentação,1983.6
2021-03-07,Brinquedo de Borracha,2,88.99,Brinquedos,177.98
2021-03-07,Caminha Luxo,2,160.6,Conforto,321.2
2021-03-07,Escova de Pelos,4,43.25,Cuidados,173.0
2021-03-07,Petisco Natural,6,131.58,Alimentação,789.48
2021-03-07,Caminha Luxo,1,130.56,Conforto,130.56
2021-03-07,Caminha Luxo,4,81.06,Conforto,324.24
2021-03-07,Coleira Ajustável,3,226.79,Acessórios,680.37
2021-03-07,Caminha Luxo,5,172.92,Conforto,864.6
2021-03-08,Areia Higiênica,7,24.6,Higiene,172.2
2021-03-08,Areia Higiênica,6,231.6,Higiene,1389.6
2021-03-08,Coleira Ajustável,8,21.42,Acessórios,171.36
2021-03-09,Areia Higiênica,9,178.95,Higiene,1610.55
2021-03-09,Suplemento Vitamínico,2,39.95,Saúde,79.9
2021-03-09,Suplemento Vitamínico,9,121.89,Saúde,1097.01
2021-03-09,Coleira Ajustável,9,81.72,Acessórios,735.48
2021-03-09,Areia Higiênica,4,16.1,Higiene,64.4
2021-03-10,Suplemento Vitamínico,7,227.55,Saúde,1592.85
2021-03-10,Caminha Luxo,2,211.9,Conforto,423.8
2021-03-10,Brinquedo de Borracha,5,125.74,Brinquedos,628.7
2021-03-10,Escova de Pelos,6,29.54,Cuidados,177.24
2021-03-10,Escova de Pelos,1,158.17,Cuidados,158.17
2021-03-11,Brinquedo de Borracha,6,70.41,Brinquedos,422.46
2021-03-11,Areia Higiênica,2,98.12,Higiene,196.24
2021-03-11,Suplemento Vitamínico,6,15.19,Saúde,91.14
2021-03-11,Shampoo Antipulgas,9,37.25,Higiene,335.25
2021-03-11,Escova de Pelos,7,150.8,Cuidados,1055.6
2021-03-12,Areia Higiênica,4,66.31,Higiene,265.24
2021-03-12,Comedouro Duplo,7,236.19,Acessórios,1653.33
2021-03-12,Suplemento Vitamínico,2,13.31,Saúde,26.62
2021-03-12,Petisco Natural,5,129.04,Alimentação,645.2
2021-03-13,Areia Higiênica,8,192.8,Higiene,1542.4
2021-03-13,Caminha Luxo,5,44.7,Conforto,223.5
2021-03-13,Coleira Ajustável,1,245.61,Acessórios,245.61
2021-03-13,Areia Higiênica,7,199.92,Higiene,1399.44
2021-03-13,Suplemento Vitamínico,9,23.79,Saúde,214.11
2021-03-13,Petisco Natural,2,185.98,Alimentação,371.96
2021-03-14,Suplemento Vitamínico,4,188.26,Saúde,753.04
2021-03-14,Petisco Natural,6,115.51,Alimentação,693.06
2021-03-14,Coleira Ajustável,1,112.63,Acessórios,112.63
2021-03-14,Suplemento Vitamínico,4,128.86,Saúde,515.44
2021-03-14,Caminha Luxo,3,141.34,Conforto,424.02
2021-03-14,Suplemento Vitamínico,6,163.77,Saúde,982.62
2021-03-15,Shampoo Antipulgas,6,218.35,Higiene,1310.1
2021-03-15,Shampoo Antipulgas,3,92.46,Higiene,277.38
2021-03-15,Caminha Luxo,6,54.69,Conforto,328.14
2021-03-16,Brinquedo de Borracha,3,151.3,Brinquedos,453.9
2021-03-16,Shampoo Antipulgas,1,47.18,Higiene,47.18
2021-03-16,Suplemento Vitamínico,8,194.78,Saúde,1558.24
2021-03-16,Caminha Luxo,8,89.63,Conforto,717.04
2021-03-17,Comedouro Duplo,6,185.71,Acessórios,1114.26
2021-03-17,Coleira Ajustável,1,64.08,Acessórios,64.08
2021-03-17,Ração Premium,4,150.52,Alimentação,602.08
2021-03-17,Comedouro Duplo,5,35.71,Acessórios,178.55
2021-03-19,Escova de Pelos,7,60.98,Cuidados,426.86
2021-03-19,Petisco Natural,2,177.84,Alimentação,355.68
2021-03-19,Escova de Pelos,7,88.55,Cuidados,619.85
2021-03-20,Areia Higiênica,4,84.14,Higiene,336.56
2021-03-20,Coleira Ajustável,8,47.46,Acessórios,379.68
2021-03-20,Ração Premium,6,122.9,Alimentação,737.4
2021-03-21,Comedouro Duplo,2,70.91,Acessórios,141.82
2021-03-21,Caminha Luxo,2,235.94,Conforto,471.88
2021-03-21,Coleira Ajustável,9,43.44,Acessórios,390.96
2021-03-21,Coleira Ajustável,8,188.83,Acessórios,1510.64
2021-03-21,Suplemento Vitamínico,9,199.17,Saúde,1792.53
2021-03-21,Suplemento Vitamínico,7,59.97,Saúde,419.79
2021-03-21,Brinquedo de Borracha,8,105.08,Brinquedos,840.64
2021-03-21,Comedouro Duplo,8,196.23,Acessórios,1569.84
2021-03-22,Coleira Ajustável,2,109.03,Acessórios,218.06
2021-03-22,Comedouro Duplo,3,61.24,Acessórios,183.72
2021-03-22,Comedouro Duplo,1,72.88,Acessórios,72.88
2021-03-22,Suplemento Vitamínico,8,22.16,Saúde,177.28
2021-03-22,Shampoo Antipulgas,8,165.76,Higiene,1326.08
2021-03-22,Suplemento Vitamínico,1,49.06,Saúde,49.06
2021-03-22,Brinquedo de Borracha,2,165.4,Brinquedos,330.8
2021-03-23,Escova de Pelos,4,90.43,Cuidados,361.72
2021-03-23,Suplemento Vitamínico,8,162.27,Saúde,1298.16
2021-03-23,Petisco Natural,5,84.86,Alimentação,424.3
2021-03-24,Areia Higiênica,2,46.95,Higiene,93.9
2021-03-24,Comedouro Duplo,2,146.24,Acessórios,292.48
2021-03-24,Ração Premium,9,183.34,Alimentação,1650.06
2021-03-24,Coleira Ajustável,2,207.12,Acessórios,414.24
2021-03-24,Shampoo Antipulgas,3,85.89,Higiene,257.67
2021-03-25,Comedouro Duplo,9,116.98,Acessórios,1052.82
2021-03-25,Brinquedo de Borracha,6,206.66,Brinquedos,1239.96
2021-03-25,Coleira Ajustável,1,216.93,Acessórios,216.93
2021-03-25,Comedouro Duplo,9,124.88,Acessórios,1123.92
2021-03-25,Coleira Ajustável,6,201.06,Acessórios,1206.36
2021-03-26,Shampoo Antipulgas,7,98.87,Higiene,692.09
2021-03-26,Shampoo Antipulgas,4,53.83,Higiene,215.32
2021-03-26,Comedouro Duplo,7,101.48,Acessórios,710.36
2021-03-26,Ração Premium,7,142.64,Alimentação,998.48
2021-03-26,Ração Premium,8,64.01,Alimentação,512.08
2021-03-27,Caminha Luxo,2,27.51,Conforto,55.02
2021-03-27,Brinquedo de Borracha,6,199.22,Brinquedos,1195.32
2021-03-27,Comedouro Duplo,9,115.63,Acessórios,1040.67
2021-03-27,Coleira Ajustável,1,102.57,Acessórios,102.57
2021-03-27,Coleira Ajustável,1,49.29,Acessórios,49.29
2021-03-27,Escova de Pelos,1,235.38,Cuidados,235.38
2021-03-28,Petisco Natural,4,13.74,Alimentação,54.96
2021-03-28,Caminha Luxo,1,139.39,Conforto,139.39
2021-03-28,Comedouro Duplo,5,46.59,Acessórios,232.95
2021-03-28,Ração Premium,5,210.43,Alimentação,1052.15
2021-03-28,Coleira Ajustável,5,37.45,Acessórios,187.25
2021-03-29,Ração Premium,7,53.86,Alimentação,377.02
2021-03-29,Ração Premium,3,235.51,Alimentação,706.53
